country,year,iso_code,co2,co2_per_capita,cumulative_co2,land_use_change_co2,gdp,population,co2_per_gdp,share_global_co2,cluster,cluster_label
Albania,2019,ALB,4.827,1.673,284.011,0.226,33289746432.0,2885012.0,0.145,0.013,0,Emerging Emitters
Albania,2020,ALB,4.711,1.64,288.722,-0.064,32130725888.0,2871951.0,0.147,0.013,0,Emerging Emitters
Albania,2021,ALB,5.134,1.802,293.856,-0.164,34866974720.0,2849643.0,0.147,0.014,0,Emerging Emitters
Albania,2022,ALB,5.173,1.83,299.029,-0.317,36171005952.0,2827615.0,0.143,0.014,0,Emerging Emitters
Albania,2023,ALB,5.144,1.83,304.173,-0.496,36171005952.0,2811660.0,0.143,0.014,0,Emerging Emitters
Austria,2000,AUT,66.177,8.259,4098.68,-1.744,280410161152.0,8012929.0,0.236,0.259,1,Green Transition Leaders
Austria,2001,AUT,70.166,8.725,4168.846,-2.103,285335715840.0,8042232.0,0.246,0.273,1,Green Transition Leaders
Austria,2002,AUT,71.969,8.905,4240.815,-2.113,291231432704.0,8081638.0,0.247,0.274,1,Green Transition Leaders
Austria,2003,AUT,77.396,9.528,4318.211,-0.917,294489292800.0,8122605.0,0.263,0.28,1,Green Transition Leaders
Austria,2004,AUT,77.694,9.506,4395.904,-1.559,303692480512.0,8173494.0,0.256,0.271,1,Green Transition Leaders
Austria,2005,AUT,79.092,9.611,4474.997,-1.827,311441129472.0,8229204.0,0.254,0.267,1,Green Transition Leaders
Austria,2006,AUT,76.812,9.288,4551.808,-1.163,323236888576.0,8269902.0,0.238,0.251,1,Green Transition Leaders
Austria,2007,AUT,74.112,8.932,4625.92,-0.656,336303980544.0,8296949.0,0.22,0.235,1,Green Transition Leaders
Austria,2008,AUT,73.49,8.829,4699.411,-0.468,342892511232.0,8323250.0,0.214,0.229,1,Green Transition Leaders
Austria,2009,AUT,67.307,8.065,4766.717,-1.08,331119034368.0,8345072.0,0.203,0.213,1,Green Transition Leaders
Austria,2010,AUT,72.008,8.608,4838.725,-1.351,338832261120.0,8365087.0,0.213,0.216,1,Green Transition Leaders
Austria,2011,AUT,69.901,8.328,4908.627,-1.173,349713465344.0,8393272.0,0.2,0.203,1,Green Transition Leaders
Austria,2012,AUT,67.274,7.979,4975.901,-1.355,352093110272.0,8431598.0,0.191,0.192,1,Green Transition Leaders
Austria,2013,AUT,67.767,7.99,5043.668,-1.006,352182894592.0,8481411.0,0.192,0.192,1,Green Transition Leaders
Austria,2014,AUT,64.166,7.507,5107.834,-1.094,354511814656.0,8547812.0,0.181,0.181,1,Green Transition Leaders
Austria,2015,AUT,66.357,7.677,5174.191,-1.734,358108266496.0,8644037.0,0.185,0.187,1,Green Transition Leaders
Austria,2016,AUT,67.217,7.693,5241.409,-2.01,365232717824.0,8737920.0,0.184,0.19,1,Green Transition Leaders
Austria,2017,AUT,69.598,7.91,5311.007,-1.779,373481668608.0,8798780.0,0.186,0.193,1,Green Transition Leaders
Austria,2018,AUT,66.562,7.528,5377.569,-1.531,382540021760.0,8841652.0,0.174,0.181,1,Green Transition Leaders
Austria,2019,AUT,67.946,7.651,5445.515,-1.898,388344676352.0,8880875.0,0.175,0.183,1,Green Transition Leaders
Austria,2020,AUT,62.176,6.969,5507.69,-2.027,363281088512.0,8921402.0,0.171,0.177,1,Green Transition Leaders
Austria,2021,AUT,65.757,7.333,5573.448,-1.975,379835219968.0,8967053.0,0.173,0.178,1,Green Transition Leaders
Austria,2022,AUT,61.489,6.783,5634.937,-1.891,398815395840.0,9064679.0,0.154,0.165,1,Green Transition Leaders
Austria,2023,AUT,58.578,6.416,5693.515,-1.648,398815395840.0,9130434.0,0.154,0.155,1,Green Transition Leaders
Belarus,2000,BLR,54.906,5.495,3749.896,3.301,91419115520.0,9991311.0,0.601,0.215,2,Carbon Intensive
Belarus,2001,BLR,54.003,5.434,3803.899,0.539,94624120832.0,9938068.0,0.571,0.21,2,Carbon Intensive
Belarus,2002,BLR,53.844,5.453,3857.743,0.641,98263261184.0,9873451.0,0.548,0.205,2,Carbon Intensive
Belarus,2003,BLR,55.088,5.619,3912.831,1.133,103937867776.0,9803174.0,0.53,0.199,2,Carbon Intensive
Belarus,2004,BLR,58.254,5.984,3971.084,2.516,114486403072.0,9735090.0,0.509,0.203,2,Carbon Intensive
Belarus,2005,BLR,59.31,6.135,4030.394,3.844,123858067456.0,9667831.0,0.479,0.2,2,Carbon Intensive
Belarus,2006,BLR,61.744,6.426,4092.138,1.917,134673940480.0,9608041.0,0.458,0.202,2,Carbon Intensive
Belarus,2007,BLR,60.218,6.297,4152.356,4.159,144615686144.0,9563136.0,0.416,0.191,2,Carbon Intensive
Belarus,2008,BLR,62.836,6.594,4215.192,5.349,157577035776.0,9529357.0,0.399,0.196,2,Carbon Intensive
Belarus,2009,BLR,60.578,6.372,4275.771,4.142,156010266624.0,9507334.0,0.388,0.192,2,Carbon Intensive
Belarus,2010,BLR,62.445,6.58,4338.215,3.88,166239895552.0,9490752.0,0.376,0.187,2,Carbon Intensive
Belarus,2011,BLR,61.308,6.472,4399.523,2.608,173120307200.0,9472737.0,0.354,0.178,2,Carbon Intensive
Belarus,2012,BLR,62.545,6.609,4462.068,2.701,175940435968.0,9463075.0,0.355,0.179,2,Carbon Intensive
Belarus,2013,BLR,64.126,6.775,4526.194,3.704,177632985088.0,9464454.0,0.361,0.182,2,Carbon Intensive
Belarus,2014,BLR,63.649,6.719,4589.843,2.834,180627881984.0,9472704.0,0.352,0.18,2,Carbon Intensive
Belarus,2015,BLR,58.799,6.198,4648.642,3.518,173709819904.0,9487288.0,0.338,0.166,2,Carbon Intensive
Belarus,2016,BLR,58.134,6.12,4706.776,3.795,169304539136.0,9499067.0,0.343,0.164,2,Carbon Intensive
Belarus,2017,BLR,59.382,6.253,4766.158,3.114,173606584320.0,9495792.0,0.342,0.165,2,Carbon Intensive
Belarus,2018,BLR,62.157,6.557,4828.315,2.029,179054346240.0,9480033.0,0.347,0.169,2,Carbon Intensive
Belarus,2019,BLR,62.096,6.581,4890.412,0.433,181643476992.0,9435414.0,0.342,0.167,2,Carbon Intensive
Belarus,2020,BLR,59.056,6.315,4949.467,-0.83,180421001216.0,9350943.0,0.327,0.168,2,Carbon Intensive
Belarus,2021,BLR,60.938,6.587,5010.405,-1.625,184521981952.0,9251367.0,0.33,0.165,2,Carbon Intensive
Belarus,2022,BLR,59.384,6.474,5069.789,-1.984,175773810688.0,9173241.0,0.338,0.159,2,Carbon Intensive
Belarus,2023,BLR,56.491,6.197,5126.28,-2.422,175773810688.0,9115680.0,0.338,0.149,2,Carbon Intensive
Belgium,2000,BEL,126.723,12.361,10329.665,2.909,345706889216.0,10251719.0,0.367,0.497,1,Green Transition Leaders
Belgium,2001,BEL,126.067,12.255,10455.733,2.085,349015244800.0,10287004.0,0.361,0.49,1,Green Transition Leaders
Belgium,2002,BEL,126.864,12.278,10582.597,2.389,355705520128.0,10332978.0,0.357,0.483,1,Green Transition Leaders
Belgium,2003,BEL,128.249,12.36,10710.846,3.134,358937067520.0,10376260.0,0.357,0.464,1,Green Transition Leaders
Belgium,2004,BEL,128.782,12.358,10839.627,4.086,372499152896.0,10421298.0,0.346,0.45,1,Green Transition Leaders
Belgium,2005,BEL,125.64,11.99,10965.267,2.454,380840050688.0,10478883.0,0.33,0.424,1,Green Transition Leaders
Belgium,2006,BEL,123.884,11.744,11089.151,2.095,390874955776.0,10548446.0,0.317,0.404,1,Green Transition Leaders
Belgium,2007,BEL,120.481,11.339,11209.632,2.144,404721958912.0,10625490.0,0.298,0.382,1,Green Transition Leaders
Belgium,2008,BEL,120.18,11.222,11329.812,1.606,408290525184.0,10709710.0,0.294,0.375,1,Green Transition Leaders
Belgium,2009,BEL,107.78,9.968,11437.592,1.694,399489957888.0,10812936.0,0.27,0.342,1,Green Transition Leaders
Belgium,2010,BEL,114.49,10.468,11552.081,1.256,411261698048.0,10936620.0,0.278,0.343,1,Green Transition Leaders
Belgium,2011,BEL,105.098,9.521,11657.179,0.866,420934221824.0,11038627.0,0.25,0.305,1,Green Transition Leaders
Belgium,2012,BEL,102.435,9.222,11759.614,2.175,424045838336.0,11107524.0,0.242,0.293,1,Green Transition Leaders
Belgium,2013,BEL,102.762,9.208,11862.375,1.829,425993273344.0,11160277.0,0.241,0.291,1,Green Transition Leaders
Belgium,2014,BEL,97.034,8.656,11959.408,2.694,432717692928.0,11210111.0,0.224,0.274,1,Green Transition Leaders
Belgium,2015,BEL,101.275,8.982,12060.685,3.714,441551454208.0,11275332.0,0.229,0.286,1,Green Transition Leaders
Belgium,2016,BEL,99.742,8.801,12160.426,2.348,447144493056.0,11332704.0,0.223,0.282,1,Green Transition Leaders
Belgium,2017,BEL,99.192,8.719,12259.618,3.42,454386384896.0,11376583.0,0.218,0.276,1,Green Transition Leaders
Belgium,2018,BEL,100.159,8.764,12359.776,3.134,462533263360.0,11428609.0,0.217,0.273,1,Green Transition Leaders
Belgium,2019,BEL,99.684,8.675,12459.461,3.249,472898011136.0,11490622.0,0.211,0.269,1,Green Transition Leaders
Belgium,2020,BEL,91.228,7.905,12550.688,2.632,447544098816.0,11540103.0,0.204,0.26,1,Green Transition Leaders
Belgium,2021,BEL,94.886,8.2,12645.574,2.661,474995851264.0,11570842.0,0.2,0.257,1,Green Transition Leaders
Belgium,2022,BEL,89.002,7.645,12734.576,2.655,489678405632.0,11641813.0,0.182,0.239,1,Green Transition Leaders
Belgium,2023,BEL,83.368,7.118,12817.945,2.649,489678405632.0,11712894.0,0.182,0.221,1,Green Transition Leaders
Bosnia and Herzegovina,2000,BIH,13.702,3.294,579.327,-6.571,27629709312.0,4159785.0,0.496,0.054,2,Carbon Intensive
Bosnia and Herzegovina,2001,BIH,13.263,3.173,592.59,-7.161,27937499136.0,4179446.0,0.475,0.052,2,Carbon Intensive
Bosnia and Herzegovina,2002,BIH,14.173,3.384,606.763,-3.821,28997437440.0,4188007.0,0.489,0.054,2,Carbon Intensive
Bosnia and Herzegovina,2003,BIH,14.358,3.436,621.121,-4.804,29748998144.0,4178524.0,0.483,0.052,2,Carbon Intensive
Bosnia and Herzegovina,2004,BIH,15.462,3.734,636.583,-5.756,31229542400.0,4140990.0,0.495,0.054,2,Carbon Intensive
Bosnia and Herzegovina,2005,BIH,16.046,3.917,652.629,-5.679,32159580160.0,4096494.0,0.499,0.054,2,Carbon Intensive
Bosnia and Herzegovina,2006,BIH,17.387,4.279,670.016,-6.024,33580206080.0,4063271.0,0.518,0.057,2,Carbon Intensive
Bosnia and Herzegovina,2007,BIH,17.474,4.354,687.49,-4.661,35158269952.0,4013421.0,0.497,0.055,2,Carbon Intensive
Bosnia and Herzegovina,2008,BIH,19.959,5.056,707.449,-5.143,36676628480.0,3947546.0,0.544,0.062,2,Carbon Intensive
Bosnia and Herzegovina,2009,BIH,20.537,5.293,727.986,-3.926,35937394688.0,3879798.0,0.571,0.065,2,Carbon Intensive
Bosnia and Herzegovina,2010,BIH,21.146,5.548,749.132,-4.315,35774435328.0,3811480.0,0.591,0.063,2,Carbon Intensive
Bosnia and Herzegovina,2011,BIH,23.761,6.35,772.893,-4.294,35664064512.0,3741800.0,0.666,0.069,2,Carbon Intensive
Bosnia and Herzegovina,2012,BIH,22.134,6.031,795.027,-2.918,35371053056.0,3670108.0,0.626,0.063,2,Carbon Intensive
Bosnia and Herzegovina,2013,BIH,21.801,6.038,816.828,-3.62,36202156032.0,3610858.0,0.602,0.062,2,Carbon Intensive
Bosnia and Herzegovina,2014,BIH,19.312,5.417,836.14,-2.244,36619952128.0,3564831.0,0.527,0.054,2,Carbon Intensive
Bosnia and Herzegovina,2015,BIH,18.46,5.247,854.601,-0.997,38199898112.0,3518541.0,0.483,0.052,2,Carbon Intensive
Bosnia and Herzegovina,2016,BIH,21.73,6.257,876.331,-0.614,39438503936.0,3472997.0,0.551,0.061,2,Carbon Intensive
Bosnia and Herzegovina,2017,BIH,22.156,6.462,898.487,-2.303,40717914112.0,3428684.0,0.544,0.062,2,Carbon Intensive
Bosnia and Herzegovina,2018,BIH,22.075,6.518,920.562,-1.772,42277007360.0,3386999.0,0.522,0.06,2,Carbon Intensive
Bosnia and Herzegovina,2019,BIH,20.81,6.22,941.373,-0.308,43497123840.0,3345534.0,0.478,0.056,2,Carbon Intensive
Bosnia and Herzegovina,2020,BIH,20.832,6.314,962.205,-0.553,42185625600.0,3299352.0,0.494,0.059,2,Carbon Intensive
Bosnia and Herzegovina,2021,BIH,21.264,6.553,983.469,-1.07,45303799808.0,3244909.0,0.469,0.057,2,Carbon Intensive
Bosnia and Herzegovina,2022,BIH,20.963,6.541,1004.432,-1.057,47069138944.0,3204805.0,0.445,0.056,2,Carbon Intensive
Bosnia and Herzegovina,2023,BIH,20.179,6.336,1024.611,-0.946,47069138944.0,3185071.0,0.445,0.053,2,Carbon Intensive
Bulgaria,2000,BGR,45.592,5.699,2881.033,-9.383,67719766016.0,8000519.0,0.673,0.179,2,Carbon Intensive
Bulgaria,2001,BGR,49.117,6.195,2930.151,-12.213,68877647872.0,7928456.0,0.713,0.191,2,Carbon Intensive
Bulgaria,2002,BGR,46.235,5.881,2976.386,-10.707,73450037248.0,7861949.0,0.629,0.176,2,Carbon Intensive
Bulgaria,2003,BGR,50.587,6.482,3026.973,-9.969,77722337280.0,7804406.0,0.651,0.183,2,Carbon Intensive
Bulgaria,2004,BGR,49.624,6.404,3076.597,-14.22,83228672000.0,7749431.0,0.596,0.173,2,Carbon Intensive
Bulgaria,2005,BGR,50.685,6.587,3127.282,-14.309,89684787200.0,7695047.0,0.565,0.171,2,Carbon Intensive
Bulgaria,2006,BGR,51.922,6.796,3179.204,-14.687,96404594688.0,7640290.0,0.539,0.17,2,Carbon Intensive
Bulgaria,2007,BGR,55.751,7.348,3234.955,-13.903,104058200064.0,7586895.0,0.536,0.177,2,Carbon Intensive
Bulgaria,2008,BGR,54.109,7.18,3289.064,-12.837,110900338688.0,7535590.0,0.488,0.169,2,Carbon Intensive
Bulgaria,2009,BGR,45.837,6.121,3334.9,-10.12,107365072896.0,7488018.0,0.427,0.145,2,Carbon Intensive
Bulgaria,2010,BGR,47.9,6.44,3382.801,-7.885,109045211136.0,7437594.0,0.439,0.144,2,Carbon Intensive
Bulgaria,2011,BGR,53.205,7.209,3436.006,-2.852,109435363328.0,7380021.0,0.486,0.154,2,Carbon Intensive
Bulgaria,2012,BGR,48.361,6.609,3484.367,-4.125,110261510144.0,7317021.0,0.439,0.138,2,Carbon Intensive
Bulgaria,2013,BGR,42.726,5.881,3527.093,-6.792,109643522048.0,7264606.0,0.39,0.121,2,Carbon Intensive
Bulgaria,2014,BGR,45.251,6.265,3572.344,-4.872,110703534080.0,7223451.0,0.409,0.128,2,Carbon Intensive
Bulgaria,2015,BGR,48.204,6.716,3620.549,-5.941,114498609152.0,7177516.0,0.421,0.136,2,Carbon Intensive
Bulgaria,2016,BGR,45.419,6.372,3665.968,-5.954,117979078656.0,7127436.0,0.385,0.128,2,Carbon Intensive
Bulgaria,2017,BGR,47.521,6.716,3713.488,-6.124,121237946368.0,7075639.0,0.392,0.132,2,Carbon Intensive
Bulgaria,2018,BGR,43.577,6.203,3757.065,-5.984,124492857344.0,7024746.0,0.35,0.119,2,Carbon Intensive
Bulgaria,2019,BGR,42.267,6.059,3799.333,-5.512,129520074752.0,6975467.0,0.326,0.114,2,Carbon Intensive
Bulgaria,2020,BGR,36.644,5.285,3835.977,-6.136,124392792064.0,6933654.0,0.295,0.104,2,Carbon Intensive
Bulgaria,2021,BGR,42.425,6.169,3878.402,-5.901,133889810432.0,6877222.0,0.317,0.115,2,Carbon Intensive
Bulgaria,2022,BGR,46.966,6.881,3925.368,-5.646,138390159360.0,6825863.0,0.339,0.126,2,Carbon Intensive
Bulgaria,2023,BGR,36.094,5.311,3961.461,-5.346,138390159360.0,6795804.0,0.339,0.096,2,Carbon Intensive
Croatia,2000,HRV,19.652,4.543,703.479,-12.879,57398796288.0,4326105.0,0.342,0.077,0,Emerging Emitters
Croatia,2001,HRV,20.776,4.83,724.255,-13.44,57633267712.0,4301078.0,0.36,0.081,0,Emerging Emitters
Croatia,2002,HRV,21.916,5.09,746.171,-12.633,61317058560.0,4305783.0,0.357,0.083,0,Emerging Emitters
Croatia,2003,HRV,23.227,5.393,769.398,-13.275,65731227648.0,4306682.0,0.353,0.084,0,Emerging Emitters
Croatia,2004,HRV,22.855,5.303,792.253,-11.28,69483831296.0,4310054.0,0.329,0.08,0,Emerging Emitters
Croatia,2005,HRV,23.298,5.401,815.551,-11.259,73522774016.0,4313946.0,0.317,0.079,0,Emerging Emitters
Croatia,2006,HRV,23.499,5.445,839.05,-11.458,78256431104.0,4315802.0,0.3,0.077,0,Emerging Emitters
Croatia,2007,HRV,24.805,5.747,863.855,-4.614,83591430144.0,4315957.0,0.297,0.079,0,Emerging Emitters
Croatia,2008,HRV,23.52,5.451,887.375,-8.508,86620962816.0,4314634.0,0.272,0.073,0,Emerging Emitters
Croatia,2009,HRV,21.756,5.047,909.131,-6.707,81451696128.0,4310537.0,0.267,0.069,0,Emerging Emitters
Croatia,2010,HRV,20.986,4.879,930.117,-8.23,81303797760.0,4301152.0,0.258,0.063,0,Emerging Emitters
Croatia,2011,HRV,20.621,4.817,950.738,-6.872,82302803968.0,4280827.0,0.251,0.06,0,Emerging Emitters
Croatia,2012,HRV,19.056,4.474,969.794,9.602,80383803392.0,4259234.0,0.237,0.054,0,Emerging Emitters
Croatia,2013,HRV,18.406,4.339,988.2,-1.736,80064094208.0,4242404.0,0.23,0.052,0,Emerging Emitters
Croatia,2014,HRV,17.657,4.185,1005.858,-0.816,79720243200.0,4219485.0,0.221,0.05,0,Emerging Emitters
Croatia,2015,HRV,17.803,4.255,1023.661,-1.174,81731108864.0,4183732.0,0.218,0.05,0,Emerging Emitters
Croatia,2016,HRV,18.09,4.373,1041.751,-3.442,84640153600.0,4136438.0,0.214,0.051,0,Emerging Emitters
Croatia,2017,HRV,18.719,4.589,1060.47,-3.851,87528488960.0,4079198.0,0.214,0.052,0,Emerging Emitters
Croatia,2018,HRV,17.703,4.398,1078.172,-2.76,89979863040.0,4024868.0,0.197,0.048,0,Emerging Emitters
Croatia,2019,HRV,17.83,4.473,1096.003,-1.159,93057982464.0,3986338.0,0.192,0.048,0,Emerging Emitters
Croatia,2020,HRV,16.882,4.27,1112.884,-2.581,85073362944.0,3953957.0,0.198,0.048,0,Emerging Emitters
Croatia,2021,HRV,17.411,4.436,1130.295,-3.166,96194363392.0,3924607.0,0.181,0.047,0,Emerging Emitters
Croatia,2022,HRV,17.608,4.507,1147.903,-3.178,102284648448.0,3907031.0,0.172,0.047,0,Emerging Emitters
Croatia,2023,HRV,17.524,4.498,1165.427,-3.091,102284648448.0,3896024.0,0.172,0.046,0,Emerging Emitters
Cyprus,2000,CYP,7.102,7.494,141.788,-1.437,18447964160.0,947667.0,0.385,0.028,0,Emerging Emitters
Cyprus,2001,CYP,6.976,7.236,148.764,-1.711,19289559040.0,964129.0,0.362,0.027,0,Emerging Emitters
Cyprus,2002,CYP,7.167,7.303,155.931,0.34,20131147776.0,981443.0,0.356,0.027,0,Emerging Emitters
Cyprus,2003,CYP,7.557,7.56,163.488,-0.125,20821862400.0,999602.0,0.363,0.027,0,Emerging Emitters
Cyprus,2004,CYP,7.787,7.65,171.275,0.602,21975894016.0,1017877.0,0.354,0.027,0,Emerging Emitters
Cyprus,2005,CYP,7.958,7.68,179.233,-0.737,23006189568.0,1036156.0,0.346,0.027,0,Emerging Emitters
Cyprus,2006,CYP,8.186,7.763,187.419,-0.613,24267407360.0,1054425.0,0.337,0.027,0,Emerging Emitters
Cyprus,2007,CYP,8.504,7.928,195.923,-0.981,25673703424.0,1072726.0,0.331,0.027,0,Emerging Emitters
Cyprus,2008,CYP,8.717,7.989,204.64,-0.476,26913613824.0,1091028.0,0.324,0.027,0,Emerging Emitters
Cyprus,2009,CYP,8.471,7.636,213.111,-1.519,26682212352.0,1109377.0,0.317,0.027,0,Emerging Emitters
Cyprus,2010,CYP,8.102,7.184,221.214,-1.553,27285555200.0,1127825.0,0.297,0.024,0,Emerging Emitters
Cyprus,2011,CYP,7.789,6.794,229.002,-1.66,27627898880.0,1146492.0,0.282,0.023,0,Emerging Emitters
Cyprus,2012,CYP,7.264,6.233,236.266,-1.89,26675451904.0,1165402.0,0.272,0.021,0,Emerging Emitters
Cyprus,2013,CYP,6.584,5.561,242.85,-1.874,24918237184.0,1183899.0,0.264,0.019,0,Emerging Emitters
Cyprus,2014,CYP,6.952,5.785,249.802,0.465,24475580416.0,1201807.0,0.284,0.02,0,Emerging Emitters
Cyprus,2015,CYP,6.973,5.718,256.775,-1.338,25312503808.0,1219504.0,0.275,0.02,0,Emerging Emitters
Cyprus,2016,CYP,7.375,5.961,264.15,-0.019,26976335872.0,1237116.0,0.273,0.021,0,Emerging Emitters
Cyprus,2017,CYP,7.505,5.984,271.655,0.464,28523085824.0,1254273.0,0.263,0.021,0,Emerging Emitters
Cyprus,2018,CYP,7.323,5.763,278.978,-0.814,30134013952.0,1270743.0,0.243,0.02,0,Emerging Emitters
Cyprus,2019,CYP,7.344,5.708,286.322,-0.826,31800246272.0,1286669.0,0.231,0.02,0,Emerging Emitters
Cyprus,2020,CYP,7.015,5.387,293.337,-0.557,30409793536.0,1302250.0,0.231,0.02,0,Emerging Emitters
Cyprus,2021,CYP,7.17,5.443,300.508,-0.536,32428679168.0,1317312.0,0.221,0.019,0,Emerging Emitters
Cyprus,2022,CYP,7.198,5.406,307.705,-0.456,34255009792.0,1331376.0,0.21,0.019,0,Emerging Emitters
Cyprus,2023,CYP,7.174,5.334,314.88,-0.367,34255009792.0,1344979.0,0.21,0.019,0,Emerging Emitters
Czechia,2000,CZE,127.236,12.429,9681.724,-3.681,174309523456.0,10236809.0,0.73,0.499,1,Green Transition Leaders
Czechia,2001,CZE,127.145,12.426,9808.867,-15.609,181753184256.0,10231941.0,0.7,0.495,1,Green Transition Leaders
Czechia,2002,CZE,123.968,12.107,9932.836,-13.738,187044888576.0,10239474.0,0.663,0.472,1,Green Transition Leaders
Czechia,2003,CZE,127.572,12.447,10060.408,-14.219,196327997440.0,10248907.0,0.65,0.461,1,Green Transition Leaders
Czechia,2004,CZE,128.292,12.502,10188.699,-13.938,208725901312.0,10261454.0,0.615,0.448,1,Green Transition Leaders
Czechia,2005,CZE,125.691,12.227,10314.391,-14.239,225302577152.0,10280158.0,0.558,0.424,1,Green Transition Leaders
Czechia,2006,CZE,126.537,12.28,10440.927,-11.417,243991789568.0,10304594.0,0.519,0.413,1,Green Transition Leaders
Czechia,2007,CZE,128.366,12.417,10569.294,-11.868,260673044480.0,10337541.0,0.492,0.407,1,Green Transition Leaders
Czechia,2008,CZE,122.935,11.845,10692.229,-11.748,271709536256.0,10378296.0,0.452,0.383,1,Green Transition Leaders
Czechia,2009,CZE,114.983,11.034,10807.211,-11.69,261919703040.0,10420986.0,0.439,0.365,1,Green Transition Leaders
Czechia,2010,CZE,117.476,11.227,10924.688,-11.007,271231975424.0,10464035.0,0.433,0.352,1,Green Transition Leaders
Czechia,2011,CZE,115.189,10.975,11039.876,-9.109,279082762240.0,10495508.0,0.413,0.334,1,Green Transition Leaders
Czechia,2012,CZE,111.287,10.591,11151.163,-9.571,276891959296.0,10507338.0,0.402,0.318,1,Green Transition Leaders
Czechia,2013,CZE,106.722,10.153,11257.887,-8.614,276764852224.0,10511164.0,0.386,0.302,1,Green Transition Leaders
Czechia,2014,CZE,104.246,9.912,11362.132,-7.364,283025539072.0,10517222.0,0.368,0.294,1,Green Transition Leaders
Czechia,2015,CZE,105.001,9.977,11467.133,-6.075,298276061184.0,10524419.0,0.352,0.297,1,Green Transition Leaders
Czechia,2016,CZE,106.648,10.126,11573.781,-5.021,305844158464.0,10531947.0,0.349,0.301,1,Green Transition Leaders
Czechia,2017,CZE,107.746,10.221,11681.527,-6.44,321652391936.0,10541343.0,0.335,0.299,1,Green Transition Leaders
Czechia,2018,CZE,106.336,10.08,11787.863,-6.894,332009897984.0,10548935.0,0.32,0.29,1,Green Transition Leaders
Czechia,2019,CZE,101.009,9.57,11888.871,-6.929,342069379072.0,10554871.0,0.295,0.272,1,Green Transition Leaders
Czechia,2020,CZE,91.674,8.689,11980.546,-6.797,323245441024.0,10550130.0,0.284,0.261,1,Green Transition Leaders
Czechia,2021,CZE,96.645,9.177,12077.191,-6.851,334729445376.0,10530683.0,0.289,0.261,1,Green Transition Leaders
Czechia,2022,CZE,95.108,8.911,12172.298,-6.781,342966829056.0,10673216.0,0.277,0.255,1,Green Transition Leaders
Czechia,2023,CZE,85.624,7.921,12257.923,-6.682,342966829056.0,10809722.0,0.277,0.227,1,Green Transition Leaders
Denmark,2000,DNK,54.296,10.168,3177.14,-0.443,208333668352.0,5339660.0,0.261,0.213,1,Green Transition Leaders
Denmark,2001,DNK,55.886,10.429,3233.026,-2.367,211243384832.0,5358825.0,0.265,0.217,1,Green Transition Leaders
Denmark,2002,DNK,55.544,10.332,3288.57,-2.634,213517287424.0,5375966.0,0.26,0.211,1,Green Transition Leaders
Denmark,2003,DNK,60.638,11.249,3349.208,-2.316,215549132800.0,5390622.0,0.281,0.219,1,Green Transition Leaders
Denmark,2004,DNK,55.093,10.194,3404.301,3.294,222528946176.0,5404594.0,0.248,0.192,1,Green Transition Leaders
